labels,Summary,Issue Type,Priority,Description,Sprint,Epic Name,Epic Link
LEAP1T1,Python Project and the Engineering Contract,Story,Medium,"*Acceptance Criteria:* \\  \\ * pip install -e sprint-04-analytics-etl works from the repository root on a machine that has never seen your code. \\ * The project declares a dev optional dependency group that brings pytest, and pytest run from the folder finds the suite in tests/. \\  \\ *Tasks:* \\  \\ Set up the packaging metadata, choosing the package name, module names, build backend and dependency set yourself. \\  \\ Record the package name, the three pipeline functions and the malformed-input test in the sprint README, and be ready to explain the naming at the review. \\  \\ Give the pipeline an entry point a teammate can run without reading the source, and say which in a note at the bottom of claims.md.",Sprint 4,,S4 Analytics & ETL
LEAP1T1,"Fauxnance Client, Key Handling and Caching",Story,High,"*Acceptance Criteria:* \\  \\ * Candles are pulled through GET /candles/{symbol} with the key sent in the X-Api-Key header and read from FAUXNANCE_API_KEY. \\ * Raw responses are cached to disk keyed by symbol and range, so that re-running the pipeline costs nothing against the quota. \\  \\ *Tasks:* \\  \\ Read the key from the environment only. It is never a literal in source, a test, a fixture or a committed notebook. \\  \\ Cache the raw response rather than the cleaned frame, because changing the transform is what you will do most this week. \\  \\ Check GET /usage before assuming the API is broken, and GET /health, which needs no key, before assuming anything at all. \\  \\ *Notes:* \\  \\ * The quota is 2000 requests per day per key. A year of daily candles for one symbol is one request, so a team that runs out this week has a pull inside a loop that should have been a cache lookup. \\ * A key that reaches a commit has to be revoked, and the history keeps it whether or not you revoke it.",Sprint 4,,S4 Analytics & ETL
LEAP1T1,Symbol Universe including NSE or BSE Instruments,Story,Medium,"*Acceptance Criteria:* \\  \\ * The symbols in scope include at least two NSE or BSE instruments. \\ * The universe is small enough to produce three claims you can stand behind in the time available. \\  \\ *Tasks:* \\  \\ Choose the symbol universe and record it with the reason for each entry. \\  \\ Include Indian symbols such as INFY.NS, RELIANCE.NS or TATASTEEL.BO, all of which price through Fauxnance. \\  \\ *Notes:* \\  \\ * A chart is easier to sanity-check when you already know roughly what the numbers should look like, and a claim about a market you follow is easier to defend in the review.",Sprint 4,,S4 Analytics & ETL
LEAP1T1,"Extract, Transform and Load as Three Modules",Story,High,"*Acceptance Criteria:* \\  \\ * Extract, transform and load are importable callables living in three distinct modules, wired together by a fourth that does nothing else. \\ * Transform opens no socket, reads no environment variable and writes nowhere; load is the only part that writes. \\  \\ *Tasks:* \\  \\ Write extract to obtain raw responses and hand them on unchanged; it is the only part that needs a key and a network. \\  \\ Write transform to take data and return data: parsing, typing, cleaning, aggregating, deriving. \\  \\ Write load to write the result into the analytical store. \\  \\ *Notes:* \\  \\ * The split earns its keep the first time a number comes out wrong. One function that fetches, cleans and writes gives you no way to ask which third of it was wrong.",Sprint 4,,S4 Analytics & ETL
LEAP1T1,Error Handling for the Four Failure Modes,Story,High,"*Acceptance Criteria:* \\  \\ * Rate-limit and error handling are present and tell the four failure modes apart; a bare try around the whole run does not meet the criterion. \\ * A log line lets a teammate tell which of the four happened without rerunning the pipeline, and the key never appears in a log. \\  \\ *Tasks:* \\  \\ On 429, stop and say so plainly, reading Retry-After; sleeping until midnight inside a batch run is not recovery. \\  \\ On another 4xx, fail that symbol, keep the message and carry on with the others; retrying repeats the mistake. \\  \\ On a connection error or timeout, retry with a growing backoff and give up after a small number of attempts. \\  \\ On a 200 carrying a bad payload, hand the decision to the transform: dropping, quarantining and raising are all defensible.",Sprint 4,,S4 Analytics & ETL
LEAP1T1,Transform Tests against the Provided Fixtures,Story,High,"*Acceptance Criteria:* \\  \\ * pytest covers at least the transform, including one malformed-input case, and the suite never touches the network. \\ * The malformed-input test is named in the sprint README as a pytest node id and passes when run on its own. \\  \\ *Tasks:* \\  \\ Read the canned responses from fixtures/ from disk, or wrap them in a pytest fixture of your own. \\  \\ Read fixtures/README.md, decide what your transform does with each of the six defects in the malformed payload, then assert it. \\  \\ Write the transform tests as you write the transform, not on the last evening. \\  \\ *Unit Test Execution Paths:* \\  \\ # valid input transforms to expected output \\ # missing required field is rejected \\ # out-of-range value is flagged \\ # a high below its low is not loaded \\ # empty dataset handled without error \\  \\ *Notes:* \\  \\ * Dropping a row, quarantining it and raising are not equally defensible for all six defects. What is not defensible is loading a row that says a share traded at a high below its low and then drawing a chart from it.",Sprint 4,,S4 Analytics & ETL
LEAP1T1,Three Business Claims and the Charts that Support Them,Story,High,"*Acceptance Criteria:* \\  \\ * Three or more insights are stated as business claims in claims.md, each naming the chart artefact that supports it. \\ * Each chart has both axes labelled with units, a title that states the finding, and no unexplained abbreviation or ticker without a company name. \\ * The chart artefacts open with no network and no build step. \\  \\ *Tasks:* \\  \\ Write each claim as a sentence about the business that could turn out to be wrong: what is true, of what, over what period, and by how much. \\  \\ Compute candidates such as traded volume by date, exposure by instrument and average trade size over a period. \\  \\ Commit one artefact per claim, or one file holding all three charts, and point at a chart inside a combined file with a fragment. \\  \\ *Notes:* \\  \\ * A chart description is not a claim. It tells the reader what the picture is of and leaves them to work out whether anything follows. \\ * The reader has your chart and no access to you.",Sprint 4,,S4 Analytics & ETL
LEAP1T1,Define and Load the Analytical Store,Story,Medium,"*Acceptance Criteria:* \\  \\ * The dimensional model in contracts/analytics-schema.sql is created in the analytical store and the prepared data loads into it. \\ * The star schema and its grain are documented. \\  \\ *Tasks:* \\  \\ Create DIM_ACCOUNT, DIM_INSTRUMENT, DIM_DATE and FACT_TRADES from the provided schema. \\  \\ Load dimensions before facts, because a fact row referencing a key that does not exist yet fails for a reason that reads like something else. \\  \\ *Notes:* \\  \\ * The analytical store is DuckDB: one file on disk, no server, no account and no credentials. contracts/analytics-schema.sql is plain ANSI SQL and runs on it unchanged, which is what would let the same model move to a hosted warehouse without a rewrite. The model and the load are what is assessed, not the store. \\ * This schema is the load target for the Sprint 7 batch load.",Sprint 4,,S4 Analytics & ETL
LEAP1T1,Trading Domain Engine (Java & OOAD),Epic,Medium,"*Acceptance Criteria:* \\  \\ * The trading domain engine is built in Java 21: four entities, three enumerations, the order request DTO, an exception hierarchy covering six cases, and business rules 1 to 8. \\ * The rules live in the domain and not in a caller, and no database, HTTP or Spring dependency reaches the module. \\ * Tests are written before implementation, evidenced in commit history, and the three named test classes are green. \\  \\ *Notes:* \\  \\ * There are no stubs and no project skeleton. Designing these types from the requirements is the assessment. \\ * Core Java is a refresher for this cohort. What is assessed is the design, the evaluation order, the diagrams and the test-first discipline. \\ * Transport changes twice in the next fortnight: Sprint 6 calls these rules from a controller and Sprint 7 applies them again in a Kafka consumer, which is why they live in a plain Java package neither caller can bend. \\ * Security focus: validation in the domain model, defensive coding, and an error message that leaks no internal detail (OWASP A05).",Sprint 5,S5 Domain Engine,
LEAP1T1,Maven Project and the Dependency Ban,Story,Medium,"*Acceptance Criteria:* \\  \\ * One Maven project rooted in the sprint folder builds with mvn clean test-compile on a machine that has never seen your code. \\ * jakarta.validation-api is the only non-test dependency; Spring, a servlet API, a JDBC driver, MyBatis and a connection pool are absent from the dependency tree, including transitively. \\  \\ *Tasks:* \\  \\ Set up the project on Java 21 with JUnit 5 and surefire, sources under src/main/java and tests under src/test/java, below one base package the team chooses and records in the sprint README. \\  \\ Ban the forbidden dependencies in your own build with the enforcer plugin's bannedDependencies rule, so a failing build tells whoever added one why. \\  \\ Keep the base package name stable. Sprint 6 takes these sources into the Trade REST API under that name, so there is nothing to install and no coordinates to agree. \\  \\ *Notes:* \\  \\ * Bean Validation annotations are declarations rather than behaviour, which is why they are the one framework the architecture allows inside the domain.",Sprint 5,,S5 Domain Engine
LEAP1T1,Domain Modelling (UML Class and Sequence Diagrams),Story,High,"*Acceptance Criteria:* \\  \\ * A class diagram in design/ shows every type you wrote, its fields, the operations that carry behaviour, the enumerations, the exception hierarchy and the relationships with their cardinality. \\ * A sequence diagram shows one order arriving at the domain and the eight rules being evaluated in order, including where each failure leaves the flow. \\ * Both diagrams match the code and are walked in both directions at the review. \\  \\ *Tasks:* \\  \\ Draw the class diagram of your design, not of the model the brief describes. \\  \\ Draw the refusal paths on the sequence diagram; an order sailing through eight boxes and coming out accepted has not documented the interesting half. \\  \\ Commit Mermaid in design/class-diagram.md and design/sequence-diagram.md, or commit an exported image rather than a link to a cloud document. \\  \\ Update the diagrams when the code moves.",Sprint 5,,S5 Domain Engine
LEAP1T1,Domain Entities,Story,High,"*Acceptance Criteria:* \\  \\ * Account, Instrument, Order and Position are implemented and match the domain model. \\ * A debit that would leave the balance negative is refused before anything is subtracted, and money is decimal at two places rather than a double. \\ * A position never goes negative and an order reaches exactly one terminal state, with a disallowed transition refused by the order itself. \\  \\ *Tasks:* \\  \\ Give Account the cash balance, the holder, the trading status and the only operations that move that balance, plus the answer to whether it can afford an amount. \\  \\ Carry both account identifiers and keep them distinct: the numeric key is what accountId means everywhere in the API and in the JWT claim, and the string reference is what a support call quotes. \\  \\ Have the account report the version it was loaded at; the domain does not take the lock. \\  \\ Give Instrument the symbol in the Fauxnance scheme, the display name, the asset class, the currency of quotation and the answer to whether it may be traded. \\  \\ Make delisting a flag rather than a deleted row, because the order history references the symbol and that history is the audit trail. \\  \\ Implement the asymmetric average cost rule: a buy recalculates the average across the old holding and the new units, a sell reduces the quantity and leaves the average alone. \\  \\ *Notes:* \\  \\ * The limit price is what the customer submitted. The executed price is what the Trade Executor achieves against a live quote in Sprint 7 and does not exist until the order is filled.",Sprint 5,,S5 Domain Engine
LEAP1T1,Domain Enumerations,Story,Medium,"*Acceptance Criteria:* \\  \\ * AccountStatus, OrderSide and OrderStatus each hold exactly the contractual literals, no more and no fewer. \\  \\ *Tasks:* \\  \\ Create AccountStatus with ACTIVE, SUSPENDED and CLOSED. \\  \\ Create OrderSide with BUY and SELL. \\  \\ Create OrderStatus with NEW, FILLED, REJECTED and CANCELLED, spelling CANCELLED with two Ls. \\  \\ *Notes:* \\  \\ * These appear in contracts/trade-api.yaml, the database stores the same strings, and Sprint 9 generates its types from that file, so a renamed or extra literal breaks three places at once. \\ * There is no partial-fill literal, which is why the Trade Executor fills in full or rejects.",Sprint 5,,S5 Domain Engine
LEAP1T1,Order Request DTO with Validation,Story,High,"*Acceptance Criteria:* \\  \\ * The order request DTO carries the six fields and every constraint the contract fixes on them. \\ * Every constraint is enforced and tested, including the boundary either side of each limit. \\  \\ *Tasks:* \\  \\ Model the DTO on the PlaceOrderRequest schema in contracts/trade-api.yaml, which is binding. \\  \\ Constrain the account key, the symbol, the side, the quantity, the price and the idempotency key as the contract states. \\  \\ Validate by annotation or by hand; either is allowed, and what is assessed is that the constraints hold. \\  \\ *Unit Test Execution Paths:* \\  \\ # valid request passes validation \\ # null required field is rejected \\ # non-positive quantity is rejected \\ # non-positive price is rejected \\ # a value one step either side of each limit behaves as specified \\  \\ *Notes:* \\  \\ * These are business constraints rather than transport constraints, which is why the DTO lives here and not in the Sprint 6 service.",Sprint 5,,S5 Domain Engine
LEAP1T1,Exception Hierarchy,Story,High,"*Acceptance Criteria:* \\  \\ * Six exception types cover the six specified cases, all descending from a single domain base type. \\ * The base type carries the catalogue code and not an HTTP status, and the message is the catalogue message and nothing else. \\  \\ *Tasks:* \\  \\ Create one type each for account not found, account not active, instrument not found, insufficient funds, insufficient holdings and duplicate order. \\  \\ Put anything an investigation needs on a typed field of the exception, logged on the server, rather than in the message. \\  \\ Decide what happens when a quantity or a price is out of range, given that the list of six has no member for it, and be ready to say what happens when the caller is the Trade Executor replaying an order and never ran a validator. \\  \\ Record your six exception class names in the sprint README against the cases they cover. \\  \\ *Notes:* \\  \\ * One code can mean two things and one case can carry two codes, and neither is an accident. Sprint 6 maps the code to an HTTP status in one place and Sprint 7 maps it to a rejection reason on a Kafka event. \\ * Leaking internal detail in an error body is OWASP A05.",Sprint 5,,S5 Domain Engine
LEAP1T1,Business Rules 1 to 8,Story,High,"*Acceptance Criteria:* \\  \\ * Business rules 1 to 8 are implemented in the domain rather than in a controller, enforced in the stated order, and the first failure wins. \\ * A request breaking two rules receives the code of the first: a suspended account holding no cash gets ACC-403 rather than ORD-400. \\  \\ *Tasks:* \\  \\ Enforce existence, then active status, then a tradable instrument, then quantity, then price, then affordability on a buy, then held quantity on a sell, then the idempotency key. \\  \\ Check quantity and price in the rules as well as on the DTO, because the domain has to hold for a caller that never ran a validator. \\  \\ Leave room for the two rules that carry no code this sprint: cash and position move together or neither moves, and every order is recorded, including a rejected one. \\  \\ Design a seam that makes the idempotency rule expressible and testable here without a database, since in Sprint 6 the authority is the unique constraint you built in Sprint 3. \\  \\ *Unit Test Execution Paths:* \\  \\ # buy succeeds and updates cash and position \\ # buy rejected on insufficient funds \\ # sell rejected on insufficient holdings \\ # order rejected on an account that does not exist \\ # order rejected on an inactive account \\ # order rejected on an unknown or non-tradable instrument \\ # duplicate idempotency key rejected \\ # a request breaking two rules returns the code of the first \\  \\ *Notes:* \\  \\ * Rules in a controller get reimplemented by the Trade Executor, the copies drift, and the first drift accepts an order the executor then refuses.",Sprint 5,,S5 Domain Engine
LEAP1T1,Test-First JUnit Suite,Story,High,"*Acceptance Criteria:* \\  \\ * AccountTest, OrderLogicTest and PlaceOrderRequestValidationTest are all green, with at least 24 tests across the three. \\ * The commit history shows the test for a rule in an earlier commit than the code that satisfies it. \\  \\ *Tasks:* \\  \\ Write AccountTest over status, debit, credit, affordability, the refusal to go negative, and money that does not drift over many operations. \\  \\ Write OrderLogicTest over each of the eight rules firing and not firing, plus the evaluation order itself. \\  \\ Write PlaceOrderRequestValidationTest over every DTO constraint, including the boundary either side of each limit. \\  \\ Commit in small pieces so the history can show the discipline. \\  \\ *Notes:* \\  \\ * A single unit test is one class, one method, one execution path; cover error paths as isolated tests. \\ * A history in which a rule and its test first appear together does not meet the criterion, and one commit at the end of the week holding the whole module fails it outright.",Sprint 5,,S5 Domain Engine
LEAP1T1,Trade REST API (Spring Boot),Epic,Medium,"*Acceptance Criteria:* \\  \\ * All six endpoints implement contracts/trade-api.yaml, including the error envelope and every code in the catalogue. \\ * Layering is enforced, MyBatis mappers use parameterised statements throughout, order placement is transactional, and optimistic locking is applied on the account version. \\ * A protected route rejects a missing or invalid token with AUTH-401, and the service builds and runs from a multi-stage Dockerfile. \\  \\ *Notes:* \\  \\ * No starter code, no stubs and no project skeleton ship. Deciding what belongs in which layer is most of what this sprint assesses. \\ * contracts/trade-api.yaml is provided and is neither authored nor changed by the team; OpenAPI-first is assessed against the provided contract. \\ * No token issuer is supplied. Tokens are minted by a team-owned test fixture that follows contracts/auth-api.yaml and is never deployed as a service. Sprint 8 adds the real service. \\ * GitHub Copilot is introduced this sprint for this cohort. What it produces is assessed exactly as anything you typed, and a generated mapper that interpolates a symbol is a finding under your name. Keep a short walkthrough note for generated code you keep. \\ * Security focus: verification before any claim is read, Bean Validation on request DTOs, and no stack trace or internal detail in a response body (OWASP A01, A03, A05).",Sprint 6,S6 Trade REST API,
LEAP1T1,Spring Boot Project and the Engineering Contract,Story,Medium,"*Acceptance Criteria:* \\  \\ * One Maven project rooted in the sprint folder builds with mvn clean verify on a machine that has never seen your code. \\ * The Sprint 5 domain sources sit in this project under the same base package, and JWT_SECRET is read from the environment and appears in no committed file. \\  \\ *Tasks:* \\  \\ Set the project up on Java 21 with Spring Boot 3.5.x, the web and validation starters, the MyBatis starter and the Postgres driver. \\  \\ Copy the Sprint 5 sources into this project rather than depending on the Sprint 5 build. A clean checkout builds with one command from this folder, and there is no install step to forget when the domain changes. \\  \\ Record the base package, the controller sub-package and the mapper sub-package in the sprint README; the layering rule is read against them at the review.",Sprint 6,,S6 Trade REST API
LEAP1T1,Implement the Provided Trade API Contract,Story,High,"*Acceptance Criteria:* \\  \\ * The six operations answer at the paths, verbs and status codes the contract fixes, with response bodies matching the contract schemas field for field. \\ * Every failure leaves as the error envelope and nothing else: no whitelabel page, no stack trace, no bare status with an empty body. \\  \\ *Tasks:* \\  \\ Read contracts/trade-api.yaml and map every operation onto a controller method. \\  \\ Return the error envelope on every failure path so that Sprint 9 keeps one error handler for the whole platform. \\  \\ Note that AccountResponse.accountId is the one place in the platform where that name means the string business reference rather than the numeric key. \\  \\ *Notes:* \\  \\ * The contract exists so that Sprint 9 can generate a typed client without reading your Java. It is the thing you build, not documentation of something you build.",Sprint 6,,S6 Trade REST API
LEAP1T1,"Layered Controller, Service and Mapper Structure",Story,High,"*Acceptance Criteria:* \\  \\ * Controllers hold no SQL, open no transaction and carry no business rule, and import nothing from the mapper package, java.sql, javax.sql, MyBatis, Spring JDBC or a persistence API. \\ * The service takes no servlet type, request object or status code as a parameter, and the domain module carries no HTTP type. \\  \\ *Tasks:* \\  \\ Put controllers in one sub-package and mappers in another, and keep the service between them. \\  \\ Wire dependency injection between the layers. \\  \\ Check that the domain package references no servlet, Spring or MyBatis type, now that it sits in this build and no module boundary stops it. \\  \\ *Notes:* \\  \\ * The Trade Executor in Sprint 7 has no HTTP request and needs the same rules unchanged, so a rule taking a request DTO has bound the rules to one caller.",Sprint 6,,S6 Trade REST API
LEAP1T1,MyBatis Mappers with Parameterised Statements,Story,High,"*Acceptance Criteria:* \\  \\ * Every value arriving from outside is bound as a JDBC bind parameter, and no mapper interpolates a string into a statement. \\ * Result sets map cleanly onto the domain and DTO objects. \\  \\ *Tasks:* \\  \\ Write the mappers in XML under src/main/resources/mapper/ or in annotations on the mapper interface; either style is acceptable. \\  \\ Bind the account key, the symbol, the status filter and the timestamps as parameters, never as text substituted into the statement. \\  \\ If a column name or sort direction genuinely cannot be a bind parameter, check it against a fixed list of permitted names first and record it in the sprint README as an allowlist entry, with a note saying what does that checking. \\  \\ *Unit Test Execution Paths:* \\  \\ # order row inserted and retrievable \\ # account and positions read correctly \\ # mapper reports the affected row count rather than returning void \\ # mapper surfaces a constraint violation rather than swallowing it \\  \\ *Notes:* \\  \\ * A symbol of AAPL' OR '1'='1 substituted into a statement becomes part of that statement, and the positions that come back are whichever account the attacker asked for. That is OWASP A03. \\ * An allowlist entry is a question the review asks.",Sprint 6,,S6 Trade REST API
LEAP1T1,Order Placement: One Transaction and Optimistic Locking,Story,High,"*Acceptance Criteria:* \\  \\ * Order placement is transactional, so cash and position move together or neither moves. \\ * The update names the version the account row held when it was read and increments it; zero rows affected is refused with ORD-409 rather than treated as success. \\  \\ *Tasks:* \\  \\ Annotate the order placement path with @Transactional and keep the transaction around the work that has to be atomic and no more. \\  \\ Read the version with the row and return the affected row count from the mapper, because a mapper returning void has thrown away the only evidence that anything happened. \\  \\ Make the cancel transition conditional on the state you expect, in one statement. \\  \\ *Unit Test Execution Paths:* \\  \\ # place order commits cash and position together \\ # failed order rolls back with no partial write \\ # a concurrent update is detected and the second writer is refused \\ # cancelling a filled order returns ORD-409 \\  \\ *Notes:* \\  \\ * Without the lock, two buys of 20,000 against a balance of 25,000 both read the row, both write the same figure back, and nothing reports it until somebody reconciles the cash the next morning.",Sprint 6,,S6 Trade REST API
